wavelength ,blue_ex,blue_raw,green_ex,green_raw,lime_ex,lime_raw,red_ex,em_jrgeco_filter_under blue,em_jrgeco_filter_under green,em_jrgeco_filter_under lime,em_jrgeco_filter_under red,em_525_50_under_blue,dv2_shorter_wl_under_white_led,dv2_longer_wl_under_white_led,
263.78,839.35,862.04,917.49,889.76,846.91,955.30,781.38,791.46,786.42,761.21,778.86,874.64,791.46,816.67,
264.16,882.20,814.15,826.75,914.97,831.79,952.78,831.79,834.31,834.31,748.61,773.82,778.86,799.02,733.49,
264.53,849.43,879.68,819.19,962.86,806.58,1025.87,846.91,904.89,877.16,841.87,841.87,809.11,783.90,826.75,
264.91,862.04,793.98,758.69,834.31,839.35,962.86,879.68,814.15,839.35,761.21,796.50,791.46,725.93,783.90,
265.28,801.54,851.96,829.27,819.19,846.91,962.86,773.82,841.87,829.27,783.90,857.00,839.35,718.36,816.67,
265.66,824.23,826.75,857.00,831.79,819.19,993.11,831.79,819.19,804.06,801.54,834.31,819.19,786.42,766.26,
266.03,771.30,841.87,869.60,826.75,839.35,1000.67,771.30,715.84,738.53,801.54,763.73,844.39,753.65,743.57,
266.41,831.79,864.56,867.08,763.73,816.67,975.46,819.19,841.87,791.46,788.94,763.73,809.11,763.73,746.09,
266.78,788.94,874.64,811.63,788.94,849.43,960.34,791.46,786.42,723.41,804.06,831.79,829.27,806.58,773.82,
267.16,831.79,786.42,879.68,796.50,907.41,980.50,806.58,751.13,688.12,834.31,824.23,781.38,816.67,723.41,
267.53,831.79,834.31,887.24,839.35,801.54,998.15,917.49,758.69,859.52,783.90,781.38,766.26,753.65,766.26,
267.91,761.21,902.37,879.68,799.02,882.20,942.70,761.21,796.50,814.15,796.50,884.72,821.71,738.53,730.97,
268.28,793.98,831.79,854.48,859.52,821.71,985.55,748.61,748.61,753.65,771.30,826.75,879.68,786.42,746.09,
268.66,841.87,809.11,877.16,849.43,841.87,925.05,839.35,791.46,723.41,836.83,806.58,836.83,776.34,824.23,
269.03,867.08,814.15,912.45,851.96,854.48,932.61,851.96,783.90,776.34,783.90,841.87,758.69,799.02,723.41,
269.41,882.20,839.35,867.08,814.15,904.89,972.94,904.89,796.50,826.75,708.28,824.23,768.78,781.38,718.36,
269.78,877.16,877.16,892.28,781.38,859.52,960.34,824.23,806.58,804.06,869.60,814.15,819.19,786.42,796.50,
270.16,849.43,851.96,854.48,821.71,882.20,935.13,816.67,796.50,809.11,804.06,771.30,809.11,756.17,791.46,
270.53,824.23,889.76,836.83,841.87,892.28,1043.52,821.71,778.86,869.60,801.54,819.19,849.43,763.73,781.38,
270.91,836.83,816.67,781.38,859.52,836.83,920.01,819.19,799.02,826.75,824.23,831.79,849.43,854.48,783.90,
271.28,809.11,773.82,851.96,841.87,841.87,975.46,887.24,799.02,786.42,836.83,831.79,816.67,751.13,806.58,
271.65,793.98,788.94,814.15,831.79,889.76,1010.75,809.11,804.06,773.82,819.19,766.26,846.91,753.65,718.36,
272.03,836.83,879.68,859.52,801.54,877.16,955.30,814.15,844.39,786.42,804.06,826.75,766.26,801.54,796.50,
272.40,862.04,814.15,851.96,849.43,887.24,952.78,824.23,713.32,786.42,829.27,809.11,801.54,783.90,756.17,
272.78,799.02,862.04,844.39,849.43,826.75,1005.71,884.72,766.26,809.11,799.02,799.02,746.09,801.54,793.98,
273.15,804.06,809.11,887.24,834.31,859.52,993.11,874.64,788.94,821.71,804.06,753.65,788.94,763.73,806.58,
273.53,862.04,781.38,819.19,839.35,872.12,960.34,849.43,814.15,768.78,743.57,829.27,814.15,839.35,723.41,
273.90,846.91,741.05,806.58,751.13,869.60,957.82,932.61,826.75,753.65,763.73,746.09,824.23,778.86,783.90,
274.27,821.71,756.17,836.83,894.80,851.96,962.86,801.54,796.50,844.39,814.15,753.65,781.38,758.69,801.54,
274.65,799.02,788.94,836.83,791.46,877.16,965.38,819.19,796.50,753.65,776.34,741.05,781.38,741.05,763.73,
275.02,821.71,841.87,859.52,846.91,897.33,975.46,788.94,836.83,799.02,821.71,811.63,829.27,723.41,804.06,
275.40,824.23,821.71,849.43,816.67,854.48,977.98,809.11,839.35,791.46,766.26,771.30,771.30,799.02,821.71,
275.77,869.60,819.19,791.46,824.23,862.04,972.94,834.31,768.78,819.19,748.61,778.86,786.42,743.57,801.54,
276.15,897.33,819.19,819.19,829.27,811.63,1005.71,809.11,748.61,816.67,761.21,821.71,781.38,799.02,814.15,
276.52,783.90,814.15,834.31,879.68,786.42,977.98,781.38,834.31,783.90,819.19,793.98,809.11,766.26,778.86,
276.89,766.26,829.27,799.02,786.42,894.80,970.42,864.56,821.71,678.04,799.02,821.71,786.42,776.34,705.76,
277.27,778.86,819.19,783.90,877.16,904.89,947.74,819.19,773.82,776.34,776.34,834.31,786.42,809.11,799.02,
277.64,846.91,872.12,867.08,912.45,809.11,920.01,867.08,877.16,849.43,809.11,806.58,728.45,751.13,824.23,
278.02,758.69,786.42,849.43,887.24,791.46,965.38,846.91,839.35,836.83,814.15,862.04,824.23,814.15,839.35,
278.39,741.05,746.09,874.64,947.74,814.15,882.20,776.34,804.06,801.54,811.63,801.54,773.82,758.69,748.61,
278.76,846.91,829.27,776.34,834.31,806.58,983.02,811.63,809.11,836.83,836.83,826.75,799.02,783.90,736.01,
279.14,766.26,836.83,864.56,819.19,914.97,887.24,914.97,753.65,824.23,778.86,821.71,814.15,826.75,715.84,
279.51,799.02,804.06,841.87,857.00,894.80,957.82,796.50,705.76,773.82,741.05,849.43,796.50,829.27,778.86,
279.88,809.11,829.27,869.60,902.37,791.46,1063.68,844.39,786.42,831.79,821.71,766.26,791.46,799.02,836.83,
280.26,907.41,804.06,844.39,899.85,904.89,977.98,879.68,791.46,758.69,738.53,778.86,841.87,776.34,758.69,
280.63,882.20,839.35,819.19,889.76,836.83,912.45,849.43,791.46,788.94,811.63,864.56,864.56,834.31,801.54,
281.01,882.20,826.75,834.31,864.56,793.98,972.94,859.52,733.49,824.23,761.21,816.67,793.98,741.05,793.98,
281.38,854.48,862.04,887.24,889.76,877.16,985.55,811.63,776.34,791.46,806.58,814.15,814.15,783.90,783.90,
281.75,897.33,801.54,887.24,809.11,864.56,1041.00,799.02,793.98,781.38,786.42,791.46,804.06,793.98,786.42,
282.13,869.60,922.53,884.72,829.27,862.04,1030.92,814.15,826.75,867.08,904.89,859.52,882.20,841.87,793.98,
282.50,806.58,804.06,829.27,857.00,849.43,957.82,841.87,761.21,811.63,816.67,851.96,788.94,831.79,708.28,
282.87,844.39,831.79,859.52,859.52,909.93,1035.96,889.76,738.53,834.31,776.34,746.09,814.15,766.26,713.32,
283.25,829.27,811.63,831.79,859.52,945.22,962.86,839.35,761.21,753.65,811.63,806.58,786.42,743.57,776.34,
283.62,874.64,864.56,824.23,862.04,799.02,945.22,836.83,799.02,826.75,834.31,864.56,824.23,786.42,776.34,
283.99,857.00,857.00,879.68,882.20,902.37,922.53,778.86,756.17,788.94,811.63,816.67,811.63,799.02,720.88,
284.37,778.86,801.54,887.24,801.54,862.04,965.38,809.11,783.90,786.42,766.26,799.02,781.38,816.67,846.91,
284.74,849.43,859.52,799.02,809.11,826.75,945.22,806.58,801.54,783.90,816.67,824.23,756.17,700.72,693.16,
285.11,773.82,816.67,839.35,826.75,768.78,988.07,836.83,791.46,811.63,781.38,799.02,841.87,773.82,814.15,
285.49,849.43,819.19,814.15,824.23,834.31,932.61,844.39,773.82,791.46,753.65,756.17,776.34,811.63,862.04,
285.86,826.75,799.02,879.68,859.52,889.76,1020.83,791.46,857.00,705.76,809.11,806.58,776.34,738.53,801.54,
286.23,849.43,869.60,801.54,846.91,814.15,897.33,872.12,723.41,814.15,829.27,733.49,841.87,746.09,809.11,
286.61,836.83,829.27,839.35,877.16,877.16,957.82,799.02,834.31,814.15,829.27,761.21,859.52,738.53,796.50,
286.98,841.87,846.91,824.23,788.94,920.01,1023.35,889.76,713.32,783.90,884.72,788.94,804.06,849.43,763.73,
287.35,920.01,819.19,814.15,887.24,887.24,977.98,925.05,809.11,854.48,793.98,793.98,829.27,829.27,783.90,
287.72,864.56,746.09,844.39,914.97,844.39,1003.19,796.50,839.35,786.42,761.21,736.01,819.19,768.78,705.76,
288.10,844.39,796.50,894.80,811.63,869.60,960.34,834.31,819.19,756.17,768.78,846.91,793.98,836.83,859.52,
288.47,766.26,786.42,854.48,816.67,826.75,998.15,816.67,768.78,809.11,761.21,834.31,756.17,771.30,763.73,
288.84,862.04,877.16,786.42,869.60,879.68,950.26,872.12,793.98,788.94,751.13,743.57,763.73,690.64,839.35,
289.22,824.23,849.43,809.11,846.91,864.56,1010.75,806.58,778.86,748.61,743.57,826.75,761.21,758.69,809.11,
289.59,788.94,887.24,874.64,904.89,864.56,988.07,814.15,799.02,811.63,788.94,824.23,857.00,793.98,776.34,
289.96,851.96,824.23,796.50,851.96,801.54,907.41,867.08,796.50,751.13,804.06,869.60,718.36,793.98,788.94,
290.33,826.75,781.38,834.31,834.31,841.87,965.38,761.21,826.75,766.26,816.67,839.35,756.17,718.36,703.24,
290.71,819.19,829.27,867.08,904.89,902.37,1008.23,849.43,834.31,753.65,846.91,776.34,778.86,816.67,826.75,
291.08,882.20,844.39,864.56,826.75,877.16,1030.92,801.54,748.61,766.26,849.43,814.15,720.88,763.73,796.50,
291.45,814.15,864.56,836.83,799.02,834.31,892.28,824.23,773.82,773.82,736.01,793.98,761.21,773.82,851.96,
291.82,872.12,834.31,862.04,854.48,859.52,970.42,778.86,821.71,836.83,761.21,781.38,804.06,753.65,781.38,
292.20,844.39,788.94,882.20,874.64,829.27,980.50,836.83,831.79,869.60,730.97,841.87,814.15,834.31,788.94,
292.57,804.06,836.83,902.37,912.45,801.54,962.86,849.43,799.02,786.42,776.34,781.38,831.79,814.15,796.50,
292.94,781.38,819.19,912.45,809.11,819.19,1020.83,814.15,783.90,809.11,771.30,793.98,793.98,854.48,741.05,
293.31,738.53,799.02,788.94,874.64,897.33,985.55,841.87,879.68,826.75,801.54,778.86,720.88,804.06,788.94,
293.69,768.78,811.63,882.20,804.06,804.06,907.41,836.83,788.94,756.17,826.75,776.34,788.94,756.17,793.98,
294.06,851.96,793.98,872.12,849.43,902.37,902.37,811.63,829.27,793.98,811.63,730.97,746.09,761.21,859.52,
294.43,857.00,844.39,846.91,801.54,834.31,988.07,768.78,778.86,751.13,778.86,811.63,829.27,748.61,751.13,
294.80,776.34,826.75,882.20,874.64,844.39,1028.40,806.58,665.43,824.23,793.98,758.69,831.79,776.34,788.94,
295.18,814.15,836.83,839.35,796.50,862.04,995.63,851.96,846.91,781.38,806.58,846.91,824.23,776.34,811.63,
295.55,844.39,854.48,849.43,851.96,877.16,955.30,849.43,821.71,799.02,783.90,796.50,799.02,793.98,793.98,
295.92,829.27,836.83,884.72,834.31,902.37,998.15,821.71,788.94,799.02,781.38,862.04,756.17,809.11,758.69,
296.29,814.15,846.91,773.82,829.27,831.79,962.86,894.80,829.27,763.73,799.02,816.67,743.57,786.42,748.61,
296.66,804.06,859.52,854.48,824.23,844.39,930.09,849.43,741.05,821.71,806.58,758.69,751.13,778.86,804.06,
297.04,778.86,851.96,864.56,887.24,912.45,1000.67,869.60,821.71,783.90,824.23,846.91,819.19,778.86,763.73,
297.41,841.87,864.56,912.45,854.48,844.39,960.34,819.19,804.06,783.90,809.11,809.11,824.23,816.67,814.15,
297.78,801.54,882.20,819.19,834.31,859.52,975.46,839.35,758.69,751.13,814.15,766.26,783.90,773.82,791.46,
298.15,801.54,811.63,914.97,826.75,902.37,988.07,867.08,788.94,761.21,773.82,809.11,814.15,836.83,799.02,
298.52,806.58,844.39,811.63,909.93,892.28,965.38,836.83,804.06,748.61,776.34,733.49,897.33,730.97,738.53,
298.90,839.35,841.87,897.33,849.43,874.64,983.02,826.75,791.46,799.02,814.15,829.27,819.19,788.94,791.46,
299.27,806.58,796.50,831.79,846.91,909.93,967.90,776.34,728.45,811.63,675.51,783.90,771.30,809.11,773.82,
299.64,836.83,857.00,872.12,869.60,884.72,972.94,841.87,804.06,766.26,826.75,872.12,778.86,773.82,809.11,
300.01,821.71,831.79,811.63,841.87,849.43,977.98,844.39,748.61,776.34,874.64,723.41,796.50,720.88,799.02,
300.38,844.39,836.83,829.27,816.67,909.93,940.18,872.12,796.50,793.98,839.35,804.06,849.43,814.15,783.90,
300.75,814.15,846.91,851.96,922.53,836.83,1020.83,786.42,768.78,738.53,801.54,768.78,829.27,824.23,786.42,
301.13,801.54,819.19,849.43,887.24,831.79,970.42,768.78,781.38,786.42,816.67,799.02,773.82,826.75,771.30,
301.50,766.26,904.89,872.12,932.61,857.00,1061.16,869.60,834.31,824.23,841.87,796.50,768.78,829.27,761.21,
301.87,821.71,841.87,768.78,862.04,839.35,983.02,839.35,730.97,811.63,793.98,799.02,857.00,773.82,793.98,
302.24,809.11,836.83,829.27,799.02,821.71,970.42,869.60,746.09,862.04,824.23,771.30,788.94,723.41,758.69,
302.61,804.06,859.52,854.48,887.24,872.12,972.94,909.93,804.06,763.73,763.73,879.68,882.20,806.58,766.26,
302.98,819.19,844.39,874.64,892.28,849.43,1005.71,786.42,728.45,831.79,811.63,834.31,851.96,761.21,821.71,
303.36,771.30,773.82,839.35,874.64,899.85,962.86,826.75,793.98,814.15,781.38,718.36,879.68,776.34,763.73,
303.73,857.00,773.82,826.75,831.79,912.45,912.45,869.60,758.69,841.87,776.34,748.61,841.87,771.30,788.94,
304.10,804.06,857.00,854.48,826.75,869.60,993.11,859.52,809.11,816.67,788.94,829.27,829.27,778.86,761.21,
304.47,872.12,821.71,909.93,748.61,862.04,945.22,814.15,859.52,816.67,806.58,708.28,841.87,814.15,829.27,
304.84,791.46,826.75,892.28,925.05,879.68,1008.23,862.04,763.73,788.94,826.75,882.20,841.87,814.15,753.65,
305.21,859.52,824.23,781.38,846.91,887.24,980.50,783.90,788.94,793.98,846.91,821.71,743.57,761.21,824.23,
305.58,816.67,859.52,809.11,887.24,854.48,952.78,809.11,743.57,821.71,776.34,788.94,824.23,844.39,796.50,
305.95,834.31,869.60,809.11,778.86,874.64,927.57,824.23,788.94,773.82,746.09,758.69,821.71,839.35,783.90,
306.33,763.73,773.82,869.60,872.12,869.60,980.50,788.94,771.30,788.94,783.90,799.02,751.13,736.01,768.78,
306.70,829.27,864.56,836.83,914.97,786.42,952.78,846.91,791.46,826.75,829.27,776.34,751.13,695.68,831.79,
307.07,766.26,788.94,844.39,869.60,867.08,945.22,849.43,773.82,766.26,799.02,814.15,836.83,834.31,743.57,
307.44,874.64,889.76,960.34,831.79,864.56,1020.83,940.18,859.52,862.04,867.08,884.72,824.23,793.98,761.21,
307.81,879.68,851.96,899.85,909.93,894.80,998.15,841.87,819.19,872.12,788.94,824.23,834.31,751.13,821.71,
308.18,839.35,846.91,862.04,844.39,836.83,925.05,909.93,771.30,723.41,783.90,809.11,771.30,746.09,753.65,
308.55,773.82,857.00,819.19,849.43,791.46,967.90,811.63,783.90,758.69,814.15,753.65,768.78,733.49,786.42,
308.92,796.50,821.71,829.27,849.43,854.48,962.86,839.35,814.15,763.73,718.36,763.73,753.65,768.78,829.27,
309.29,844.39,809.11,851.96,940.18,804.06,950.26,851.96,746.09,829.27,778.86,851.96,846.91,756.17,799.02,
309.66,854.48,804.06,841.87,811.63,799.02,967.90,831.79,801.54,733.49,814.15,844.39,804.06,773.82,733.49,
310.04,846.91,841.87,819.19,788.94,955.30,995.63,839.35,846.91,756.17,844.39,831.79,778.86,793.98,718.36,
310.41,796.50,851.96,849.43,829.27,862.04,1000.67,857.00,819.19,834.31,796.50,791.46,851.96,793.98,859.52,
310.78,869.60,814.15,766.26,831.79,877.16,947.74,867.08,829.27,849.43,804.06,781.38,786.42,846.91,783.90,
311.15,834.31,904.89,925.05,841.87,917.49,972.94,862.04,907.41,793.98,831.79,743.57,821.71,761.21,836.83,
311.52,753.65,814.15,854.48,804.06,859.52,889.76,814.15,846.91,849.43,766.26,746.09,773.82,766.26,854.48,
311.89,761.21,821.71,768.78,819.19,859.52,980.50,864.56,778.86,763.73,781.38,804.06,793.98,720.88,791.46,
312.26,819.19,768.78,834.31,841.87,864.56,955.30,763.73,751.13,771.30,859.52,836.83,811.63,799.02,748.61,
312.63,849.43,904.89,864.56,872.12,834.31,925.05,811.63,834.31,793.98,831.79,826.75,831.79,799.02,821.71,
313.00,811.63,864.56,841.87,811.63,907.41,970.42,814.15,763.73,811.63,748.61,836.83,826.75,758.69,763.73,
313.37,826.75,826.75,806.58,814.15,912.45,955.30,811.63,806.58,841.87,771.30,821.71,824.23,773.82,844.39,
313.74,791.46,799.02,925.05,857.00,889.76,983.02,826.75,791.46,725.93,753.65,809.11,859.52,791.46,793.98,
314.11,839.35,826.75,773.82,857.00,788.94,1005.71,776.34,725.93,763.73,761.21,806.58,806.58,791.46,741.05,
314.48,882.20,786.42,801.54,864.56,874.64,995.63,730.97,804.06,814.15,758.69,824.23,791.46,801.54,730.97,
314.85,793.98,829.27,826.75,814.15,867.08,1020.83,872.12,867.08,778.86,849.43,738.53,773.82,788.94,758.69,
315.22,839.35,867.08,834.31,907.41,834.31,983.02,819.19,791.46,814.15,814.15,788.94,839.35,748.61,814.15,
315.59,741.05,793.98,867.08,859.52,864.56,945.22,801.54,680.56,854.48,783.90,786.42,758.69,796.50,778.86,
315.96,811.63,809.11,809.11,778.86,801.54,967.90,849.43,791.46,801.54,831.79,761.21,748.61,758.69,778.86,
316.33,857.00,854.48,864.56,879.68,821.71,1000.67,872.12,839.35,766.26,783.90,811.63,786.42,748.61,690.64,
316.70,851.96,783.90,864.56,879.68,859.52,993.11,836.83,826.75,788.94,824.23,831.79,826.75,816.67,778.86,
317.07,806.58,814.15,839.35,879.68,867.08,998.15,846.91,814.15,746.09,773.82,786.42,844.39,801.54,821.71,
317.44,874.64,829.27,859.52,869.60,877.16,993.11,791.46,796.50,773.82,819.19,761.21,814.15,725.93,783.90,
317.81,882.20,829.27,859.52,796.50,862.04,983.02,816.67,821.71,786.42,819.19,758.69,849.43,811.63,788.94,
318.18,846.91,836.83,859.52,834.31,912.45,1041.00,872.12,753.65,773.82,811.63,849.43,814.15,862.04,786.42,
318.55,796.50,814.15,851.96,831.79,831.79,867.08,811.63,824.23,844.39,814.15,811.63,844.39,748.61,753.65,
318.92,814.15,788.94,930.09,889.76,859.52,988.07,829.27,748.61,814.15,781.38,834.31,771.30,788.94,678.04,
319.29,857.00,814.15,889.76,914.97,819.19,1023.35,819.19,743.57,801.54,811.63,824.23,879.68,824.23,743.57,
319.66,867.08,766.26,776.34,836.83,849.43,947.74,879.68,796.50,778.86,814.15,720.88,826.75,736.01,741.05,
320.03,859.52,834.31,857.00,824.23,841.87,988.07,836.83,811.63,819.19,819.19,821.71,718.36,741.05,776.34,
320.40,857.00,743.57,836.83,864.56,862.04,980.50,864.56,799.02,826.75,811.63,675.51,816.67,791.46,824.23,
320.77,839.35,799.02,811.63,841.87,824.23,995.63,867.08,809.11,841.87,819.19,793.98,819.19,796.50,708.28,
321.14,859.52,768.78,793.98,809.11,826.75,972.94,869.60,791.46,776.34,892.28,771.30,801.54,826.75,819.19,
321.51,932.61,783.90,892.28,783.90,882.20,902.37,854.48,793.98,811.63,773.82,748.61,841.87,730.97,718.36,
321.88,849.43,854.48,824.23,826.75,864.56,1000.67,836.83,766.26,793.98,708.28,758.69,857.00,751.13,718.36,
322.25,821.71,859.52,902.37,839.35,816.67,1015.79,836.83,819.19,826.75,809.11,786.42,862.04,851.96,809.11,
322.62,819.19,841.87,864.56,862.04,846.91,1066.20,862.04,751.13,857.00,761.21,806.58,733.49,786.42,771.30,
322.99,819.19,783.90,879.68,801.54,849.43,957.82,846.91,778.86,758.69,783.90,793.98,799.02,829.27,849.43,
323.36,743.57,819.19,846.91,809.11,811.63,940.18,849.43,857.00,857.00,771.30,730.97,783.90,829.27,809.11,
323.73,889.76,819.19,766.26,889.76,899.85,1000.67,839.35,746.09,766.26,799.02,841.87,826.75,801.54,793.98,
324.10,829.27,864.56,892.28,831.79,909.93,1038.48,846.91,713.32,778.86,776.34,907.41,849.43,761.21,793.98,
324.47,844.39,867.08,829.27,771.30,857.00,1013.27,834.31,806.58,783.90,773.82,821.71,849.43,695.68,811.63,
324.84,791.46,841.87,826.75,862.04,874.64,960.34,899.85,801.54,814.15,857.00,738.53,786.42,806.58,811.63,
325.20,781.38,824.23,869.60,882.20,892.28,975.46,771.30,851.96,819.19,793.98,854.48,874.64,786.42,867.08,
325.57,801.54,791.46,877.16,826.75,877.16,995.63,831.79,799.02,836.83,826.75,841.87,806.58,846.91,773.82,
325.94,819.19,776.34,841.87,836.83,834.31,1000.67,864.56,816.67,753.65,801.54,799.02,778.86,791.46,799.02,
326.31,816.67,756.17,816.67,831.79,839.35,957.82,844.39,788.94,821.71,771.30,814.15,864.56,791.46,763.73,
326.68,715.84,816.67,781.38,846.91,909.93,927.57,776.34,867.08,776.34,766.26,758.69,773.82,771.30,831.79,
327.05,809.11,756.17,829.27,826.75,811.63,972.94,844.39,773.82,826.75,761.21,799.02,811.63,768.78,741.05,
327.42,849.43,768.78,889.76,814.15,854.48,960.34,829.27,766.26,778.86,741.05,778.86,806.58,753.65,814.15,
327.79,793.98,819.19,829.27,887.24,768.78,988.07,846.91,761.21,819.19,793.98,814.15,824.23,846.91,763.73,
328.16,811.63,864.56,801.54,819.19,851.96,985.55,849.43,751.13,788.94,781.38,730.97,746.09,781.38,788.94,
328.53,826.75,897.33,869.60,851.96,867.08,977.98,799.02,819.19,801.54,710.80,857.00,788.94,814.15,814.15,
328.90,851.96,781.38,829.27,854.48,869.60,935.13,809.11,806.58,730.97,763.73,809.11,778.86,728.45,801.54,
329.26,826.75,743.57,887.24,877.16,851.96,899.85,879.68,829.27,811.63,829.27,879.68,741.05,746.09,834.31,
329.63,766.26,809.11,814.15,867.08,857.00,957.82,829.27,773.82,738.53,743.57,768.78,768.78,829.27,814.15,
330.00,783.90,907.41,877.16,889.76,877.16,1030.92,872.12,791.46,882.20,831.79,824.23,824.23,788.94,821.71,
330.37,841.87,846.91,796.50,819.19,970.42,1008.23,809.11,753.65,829.27,783.90,836.83,786.42,743.57,776.34,
330.74,806.58,736.01,806.58,776.34,811.63,1003.19,821.71,824.23,839.35,746.09,809.11,854.48,758.69,670.47,
331.11,826.75,819.19,783.90,854.48,857.00,945.22,799.02,738.53,819.19,738.53,857.00,801.54,743.57,788.94,
331.48,836.83,821.71,826.75,884.72,889.76,980.50,816.67,705.76,811.63,796.50,834.31,801.54,748.61,793.98,
331.85,854.48,846.91,887.24,806.58,839.35,960.34,763.73,814.15,849.43,741.05,806.58,776.34,791.46,751.13,
332.21,826.75,892.28,854.48,869.60,809.11,914.97,854.48,786.42,809.11,776.34,788.94,791.46,778.86,763.73,
332.58,877.16,819.19,894.80,894.80,859.52,967.90,857.00,725.93,766.26,844.39,763.73,791.46,766.26,824.23,
332.95,814.15,834.31,806.58,892.28,816.67,1066.20,814.15,736.01,849.43,748.61,766.26,791.46,786.42,814.15,
333.32,796.50,829.27,801.54,826.75,867.08,1013.27,788.94,725.93,773.82,831.79,768.78,796.50,773.82,763.73,
333.69,824.23,834.31,846.91,882.20,806.58,932.61,884.72,715.84,766.26,846.91,778.86,741.05,786.42,791.46,
334.06,788.94,849.43,867.08,859.52,935.13,947.74,814.15,826.75,753.65,728.45,834.31,756.17,796.50,804.06,
334.42,821.71,824.23,867.08,892.28,922.53,927.57,793.98,766.26,786.42,811.63,788.94,791.46,725.93,736.01,
334.79,831.79,814.15,912.45,940.18,937.65,904.89,768.78,736.01,811.63,816.67,889.76,821.71,799.02,811.63,
